polaridade,palavra
-1,belicosa
-1,belicosas
-1,belicoso*
1,belo
1,belos
-1,belzebu
1,belíssim*
1,bem
1,bem*
1,bem-amad*
1,bem-aventur*
1,bem-estar
1,bem-sucedid*
1,bem-vind*
1,benefi*
1,beneficamente
1,beneficente
1,beneficentes
1,benefici*
1,beneficia
1,beneficia-se
1,beneficiad*
1,beneficiada
1,beneficiadas
1,beneficiado
1,beneficiado-se
1,beneficiados
1,beneficiai
1,beneficiais
1,beneficiam
1,beneficiamos
1,beneficiando
1,beneficiando-se
1,beneficiar
1,beneficiara
1,beneficiaram
1,beneficiaras
1,beneficiardes
1,beneficiarei
1,beneficiareis
1,beneficiarem
1,beneficiaremos
1,beneficiares
1,beneficiaria
1,beneficiariam
1,beneficiarias
1,beneficiarmos
1,beneficiará
1,beneficiarás
1,beneficiarão
1,beneficiaríamos
1,beneficiaríeis
1,beneficias
1,beneficiasse
1,beneficiassem
1,beneficiasses
1,beneficiaste
1,beneficiastes
1,beneficiava
1,beneficiavam
1,beneficiavas
1,beneficie
1,beneficiei
1,beneficieis
1,beneficiem
1,beneficiemos
1,beneficies
1,beneficio
1,beneficiou
1,beneficiáramos
1,beneficiáreis
1,beneficiásseis
1,beneficiássemos
1,beneficiávamos
1,beneficiáveis
1,benefício
1,benefício*
1,benefícios
1,benemerência*
1,benevol*
1,benevolamente
1,benevolência
1,benevolências
1,benfazej*
1,benign*
1,benigna
1,benignas
1,benignidade
1,benigno*
1,benquerença
1,benquist*
1,bens
1,benta
1,bentas
1,bento
1,bentos
1,bentsa
1,bentsas
1,bentso
1,bentsos
1,benza
1,benzais
1,benzam
1,benzamos
1,benzas
1,benze
1,benzei
1,benzeis
1,benzem
1,benzemos
1,benzendo
1,benzer
1,benzera
1,benzeram
1,benzeras
1,benzerdes
1,benzerei
1,benzereis
1,benzerem
1,benzeremos
1,benzeres
1,benzeria
1,benzeriam
1,benzerias
1,benzermos
1,benzerá
1,benzerás
1,benzerão
1,benzeríamos
1,benzeríeis
1,benzes
1,benzesse
1,benzessem
1,benzesses
1,benzeste
1,benzestes
1,benzeu
1,benzi
1,benzia
1,benziam
1,benzias
1,benzid*
1,benzida
1,benzidas
1,benzido
1,benzidos
1,benzo
1,benzêramos
1,benzêreis
1,benzêsseis
1,benzêssemos
1,benzíamos
1,benzíeis
1,benéfic*
1,benévol*
-1,berra
-1,berrad*
-1,berrada
-1,berradas
-1,berrado
-1,berrados
-1,berrai
-1,berrais
-1,berram
-1,berramos
-1,berrando
-1,berrar
-1,berrara
-1,berraram
-1,berraras
-1,berrardes
-1,berrarei
-1,berrareis
-1,berrarem
-1,berraremos
-1,berrares
-1,berraria
-1,berrariam
-1,berrarias
-1,berrarmos
-1,berrará
-1,berrarás
-1,berrarão
-1,berraríamos
-1,berraríeis
-1,berras
-1,berrasse
-1,berrassem
-1,berrasses
-1,berraste
-1,berrastes
-1,berrava
-1,berravam
-1,berravas
-1,berre
-1,berrei
-1,berreis
-1,berrem
-1,berremos
-1,berres
-1,berro
-1,berrou
-1,berráramos
-1,berráreis
-1,berrásseis
-1,berrássemos
-1,berrávamos
-1,berráveis
-1,birra*
-1,bisbilhot*
-1,bitolada*
-1,bitolado*
-1,blasf*
-1,blasfem*
1,boa
1,boas
1,boas-vindas
-1,boateir*
1,boba
1,bobas
-1,bobead*
-1,bobeada
-1,bobeadas
-1,bobeado
-1,bobeados
-1,bobeai
-1,bobeais
-1,bobeamos
-1,bobeando
-1,bobear
-1,bobeara
-1,bobearam
-1,bobearas
-1,bobeardes
-1,bobearei
-1,bobeareis
-1,bobearem
-1,bobearemos
-1,bobeares
-1,bobearia
-1,bobeariam
-1,bobearias
-1,bobearmos
-1,bobeará
-1,bobearás
-1,bobearão
-1,bobearíamos
-1,bobearíeis
-1,bobeasse
-1,bobeassem
-1,bobeasses
-1,bobeaste
-1,bobeastes
-1,bobeava
-1,bobeavam
-1,bobeavas
-1,bobeei
-1,bobeeis
-1,bobeemos
-1,bobeia
-1,bobeiam
-1,bobeias
-1,bobeie
-1,bobeiem
-1,bobeies
-1,bobeio
-1,bobeou
-1,bobeáramos
-1,bobeáreis
-1,bobeásseis
-1,bobeássemos
-1,bobeávamos
-1,bobeáveis
1,bobo
-1,bobo*
-1,bobona
-1,bobona*
-1,bobonas
1,bobos
-1,bobão
1,bobíssim*
-1,bobões
-1,boceta*
1,bom
1,bondade
1,bondade*
1,bondos*
1,bondosa
1,bondosas
1,bondoso*
1,bondosíssim*
1,bonificaç*
1,bonit*
1,bonita*
1,bonito*
1,bonitona*
1,bonitão
1,bonitíssim*
1,bonitões
1,bons
-1,bosta
-1,brada
-1,bradad*
-1,bradada
-1,bradadas
-1,bradado
-1,bradados
-1,bradai
-1,bradais
-1,bradam
-1,bradamos
-1,bradando
-1,bradar
-1,bradara
-1,bradaram
-1,bradaras
-1,bradardes
-1,bradarei
-1,bradareis
-1,bradarem
-1,bradaremos
-1,bradares
-1,bradaria
-1,bradariam
-1,bradarias
-1,bradarmos
-1,bradará
-1,bradarás
-1,bradarão
-1,bradaríamos
-1,bradaríeis
-1,bradas
-1,bradasse
-1,bradassem
-1,bradasses
-1,bradaste
-1,bradastes
-1,bradava
-1,bradavam
-1,bradavas
-1,brade
-1,bradei
-1,bradeis
-1,bradem
-1,brademos
-1,brades
-1,brado
-1,brado*
-1,bradou
-1,bradáramos
-1,bradáreis
-1,bradásseis
-1,bradássemos
-1,bradávamos
-1,bradáveis
1,branda
1,brandas
1,brando*
1,brandura
1,brava
1,brava*
1,bravamente
1,bravas
-1,braveza
1,bravo
1,bravo*
1,bravos
1,bravura
1,bravíssim*
-1,briga
-1,brigad*
-1,brigada
-1,brigadas
-1,brigado
-1,brigados
-1,brigai
-1,brigais
-1,brigam
-1,brigamos
-1,brigando
-1,brigar
-1,brigara
-1,brigaram
-1,brigaras
-1,brigardes
-1,brigarei
-1,brigareis
-1,brigarem
-1,brigaremos
-1,brigares
-1,brigaria
-1,brigariam
-1,brigarias
-1,brigarmos
-1,brigará
-1,brigarás
-1,brigarão
-1,brigaríamos
-1,brigaríeis
-1,brigas
-1,brigasse
-1,brigassem
-1,brigasses
-1,brigaste
-1,brigastes
-1,brigava
-1,brigavam
-1,brigavas
-1,brigo
-1,brigona*
-1,brigou
-1,brigue
-1,briguei
-1,brigueis
-1,briguem
-1,briguemos
-1,brigues
-1,brigáramos
-1,brigáreis
-1,brigásseis
-1,brigássemos
-1,brigávamos
-1,brigáveis
-1,brigão
-1,brigões
1,brilhant*
1,brilhante
1,brilhante*
1,brilhantes
1,brilho
1,brinc*
1,brinca
1,brincad*
1,brincada
1,brincadas
1,brincadeira
1,brincado
1,brincados
1,brincai
1,brincais
1,brincalh*
1,brincam
1,brincamos
1,brincando
1,brincar
1,brincara
1,brincaram
1,brincaras
1,brincardes
1,brincarei
1,brincareis
1,brincarem
1,brincaremos
1,brincares
1,brincaria
1,brincariam
1,brincarias
1,brincarmos
1,brincará
1,brincarás
1,brincarão
1,brincaríamos
1,brincaríeis
1,brincas
1,brincasse
1,brincassem
1,brincasses
1,brincaste
1,brincastes
1,brincava
1,brincavam
1,brincavas
1,brinco
1,brincou
1,brincáramos
1,brincáreis
1,brincásseis
1,brincássemos
1,brincávamos
1,brincáveis
1,brinque
1,brinque*
1,brinquei
1,brinqueis
1,brinquem
1,brinquemos
1,brinques
1,brio
-1,bronca
-1,bronca*
-1,broncas
-1,bronco
-1,broncos
-1,bronquíssim*
-1,bruta
-1,brutais
-1,brutal
-1,brutal*
-1,brutalidade
-1,brutalmente
-1,brutas
-1,bruto*
-1,brutíssim*
-1,bruxa
-1,bruxas
-1,burla
-1,burlad*
-1,burlada
-1,burladas
-1,burlado
-1,burlados
-1,burlai
-1,burlais
-1,burlam
-1,burlamos
-1,burlando
-1,burlar
-1,burlara
-1,burlaram
-1,burlaras
-1,burlardes
-1,burlarei
-1,burlareis
-1,burlarem
-1,burlaremos
-1,burlares
-1,burlaria
-1,burlariam
-1,burlarias
-1,burlarmos
-1,burlará
-1,burlarás
-1,burlarão
-1,burlaríamos
-1,burlaríeis
-1,burlas
-1,burlasse
-1,burlassem
-1,burlasses
-1,burlaste
-1,burlastes
-1,burlava
-1,burlavam
-1,burlavas
-1,burle
-1,burlei
-1,burleis
-1,burlem
-1,burlemos
-1,burles
-1,burlo
-1,burlou
-1,burláramos
-1,burláreis
-1,burlásseis
-1,burlássemos
-1,burlávamos
-1,burláveis
-1,bárbar*
-1,bélic*
1,bênção*
-1,cabeçud*
-1,cadela*
-1,calada
-1,caladas
-1,calado
-1,calados
-1,caladíssim*
-1,calamidade*
-1,calamitos*
1,calma
1,calmamente
1,calmante*
1,calmas
1,calmo
1,calmos
1,calmíssim*
1,calor
1,calorosamente
1,campeã*
1,campeões
-1,canalha*
1,canonização
-1,cansa
-1,cansad*
-1,cansada
-1,cansadas
-1,cansado
-1,cansados
-1,cansai
-1,cansais
-1,cansam
-1,cansamos
-1,cansando
-1,cansar
-1,cansara
-1,cansaram
-1,cansaras
-1,cansardes
-1,cansarei
-1,cansareis
-1,cansarem
-1,cansaremos
-1,cansares
-1,cansaria
-1,cansariam
-1,cansarias
-1,cansarmos
-1,cansará
-1,cansarás
-1,cansarão
-1,cansaríamos
-1,cansaríeis
-1,cansas
-1,cansasse
-1,cansassem
-1,cansasses
-1,cansaste
-1,cansastes
-1,cansativ*
-1,cansava
-1,cansavam
-1,cansavas
-1,cansaço
-1,canse
-1,cansei
-1,canseira
-1,canseis
-1,cansem
-1,cansemos
-1,canses
-1,canso
-1,cansou
-1,cansáramos
-1,cansáreis
-1,cansásseis
-1,cansássemos
-1,cansávamos
-1,cansáveis
1,capacidade
1,capaz*
-1,caprichos*
1,cara
1,caras
-1,carga
-1,cargas
1,carid*
1,caridade
1,caridos*
1,caridosa
1,caridosas
1,caridoso*
1,carinho*
1,carinhos*
1,carinhosa
1,carinhosamente
1,carinhosas
1,carinhoso*
1,caritativ*
-1,carnificina
1,caro
1,caros
-1,carência*
1,caríssim*
1,casta
1,castas
1,castidade
-1,castig*
-1,castigo
-1,castigos
1,casto
1,castos
1,casuais
1,casual
1,casualmente
1,cativa
1,cativad*
1,cativada
1,cativadas
1,cativado
1,cativados
1,cativai
1,cativais
1,cativam
1,cativamos
1,cativando
1,cativante
1,cativante*
1,cativar
1,cativara
1,cativaram
1,cativaras
1,cativardes
1,cativarei
1,cativareis
1,cativarem
1,cativaremos
1,cativares
1,cativaria
1,cativariam
1,cativarias
1,cativarmos
1,cativará
1,cativarás
1,cativarão
1,cativaríamos
1,cativaríeis
1,cativas
1,cativasse
1,cativassem
1,cativasses
1,cativaste
1,cativastes
1,cativava
1,cativavam
1,cativavas
1,cative
1,cativei
1,cativeis
1,cativem
1,cativemos
1,catives
1,cativo
1,cativos
1,cativou
1,cativáramos
1,cativáreis
1,cativásseis
1,cativássemos
1,cativávamos
1,cativáveis
1,cautela
1,cautelos*
1,cautelosíssim*
1,cavalheiresc*
-1,caço*
-1,cdf
1,cedendo
1,celebra
1,celebrad*
1,celebrada
1,celebradas
1,celebrado
1,celebrados
1,celebrai
1,celebrais
1,celebram
1,celebramos
1,celebrando
1,celebrar
1,celebrara
1,celebraram
1,celebraras
1,celebrardes
1,celebrarei
1,celebrareis
1,celebrarem
1,celebraremos
1,celebrares
1,celebraria
1,celebrariam
1,celebrarias
1,celebrarmos
1,celebrará
1,celebrarás
1,celebrarão
1,celebraríamos
1,celebraríeis
1,celebras
1,celebrasse
1,celebrassem
1,celebrasses
1,celebraste
1,celebrastes
1,celebrava
1,celebravam
1,celebravas
1,celebraç*
1,celebre
1,celebrei
1,celebreis
1,celebrem
1,celebremos
1,celebres
1,celebro
1,celebrou
1,celebráramos
1,celebráreis
1,celebrásseis
1,celebrássemos
1,celebrávamos
1,celebráveis
-1,censur*
-1,censura
-1,censura*
-1,censurad*
-1,censurada
-1,censuradas
-1,censurado
-1,censurados
-1,censurai
-1,censurais
-1,censuram
-1,censuramos
-1,censurando
-1,censurar
-1,censurara
-1,censuraram
-1,censuraras
-1,censurardes
-1,censurarei
-1,censurareis
-1,censurarem
-1,censuraremos
-1,censurares
-1,censuraria
-1,censurariam
-1,censurarias
-1,censurarmos
-1,censurará
-1,censurarás
-1,censurarão
-1,censuraríamos
-1,censuraríeis
-1,censuras
-1,censurasse
-1,censurassem
-1,censurasses
-1,censuraste
-1,censurastes
-1,censurava
-1,censuravam
-1,censuravas
-1,censure
-1,censurei
-1,censureis
-1,censurem
-1,censuremos
-1,censures
-1,censuro
-1,censurou
-1,censuráramos
-1,censuráreis
-1,censurásseis
-1,censurássemos
-1,censurávamos
-1,censuráveis
1,certa
1,certa*
1,certamente
1,certas
1,certeza
1,certo*
1,certíssim*
-1,ceticamente
-1,ceticismo
-1,charlat*
-1,chata
-1,chatas
-1,chatead*
-1,chateada
-1,chateadas
-1,chateado
-1,chateados
-1,chateai
-1,chateais
-1,chateamos
-1,chateando
-1,chatear
-1,chateara
-1,chatearam
-1,chatearas
-1,chateardes
-1,chatearei
-1,chateareis
-1,chatearem
-1,chatearemos
-1,chateares
-1,chatearia
-1,chateariam
-1,chatearias
-1,chatearmos
-1,chateará
-1,chatearás
-1,chatearão
-1,chatearíamos
-1,chatearíeis
-1,chateasse
-1,chateassem
-1,chateasses
-1,chateaste
-1,chateastes
-1,chateava
-1,chateavam
-1,chateavas
-1,chateação
-1,chateei
-1,chateeis
-1,chateemos
-1,chateia
-1,chateiam
-1,chateias
-1,chateie
-1,chateiem
-1,chateies
-1,chateio
-1,chateou
-1,chateáramos
-1,chateáreis
-1,chateásseis
-1,chateássemos
-1,chateávamos
-1,chateáveis
-1,chatice
-1,chato
-1,chatos
-1,chatura
-1,chatíssim*
1,chiste
1,chiste*
-1,choca
-1,chocad*
-1,chocada
-1,chocadas
-1,chocado
-1,chocado-se
-1,chocados
-1,chocai
-1,chocais
-1,chocam
-1,chocamos
-1,chocando
-1,chocando-se
-1,chocante*
-1,chocar
-1,chocara
-1,chocaram
-1,chocaras
-1,chocardes
-1,chocarei
-1,chocareis
-1,chocarem
-1,chocaremos
-1,chocares
-1,chocaria
-1,chocariam
-1,chocarias
-1,chocarmos
-1,chocará
-1,chocarás
-1,chocarão
-1,chocaríamos
-1,chocaríeis
-1,chocas
-1,chocasse
-1,chocassem
-1,chocasses
-1,chocaste
-1,chocastes
-1,chocava
-1,chocavam
-1,chocavas
-1,choco
-1,chocou
-1,chocáramos
-1,chocáreis
-1,chocásseis
-1,chocássemos
-1,chocávamos
-1,chocáveis
-1,choque
-1,choquei
-1,choqueis
-1,choquem
-1,choquemos
-1,choques
-1,chora
-1,chorad*
-1,chorada
-1,choradas
-1,choradeira
-1,chorado
-1,chorados
-1,chorai
-1,chorais
-1,choram
-1,choraminga
-1,choramingada
-1,choramingadas
-1,choramingado
-1,choramingados
-1,choramingai
-1,choramingais
-1,choramingam
-1,choramingamos
-1,choramingando
-1,choramingar
-1,choramingara
-1,choramingaram
-1,choramingaras
-1,choramingardes
-1,choramingarei
-1,choramingareis
-1,choramingarem
-1,choramingaremos
-1,choramingares
-1,choramingaria
-1,choramingariam
-1,choramingarias
-1,choramingarmos
-1,choramingará
-1,choramingarás
-1,choramingarão
-1,choramingaríamos
-1,choramingaríeis
-1,choramingas
-1,choramingasse
-1,choramingassem
-1,choramingasses
-1,choramingaste
-1,choramingastes
-1,choramingava
-1,choramingavam
-1,choramingavas
-1,choramingo
-1,choramingou
-1,choramingue
-1,choraminguei
-1,choramingueis
-1,choraminguem
-1,choraminguemos
-1,choramingues
-1,choramingáramos
-1,choramingáreis
-1,choramingásseis
-1,choramingássemos
-1,choramingávamos
-1,choramingáveis
-1,choramingão
-1,choramingões
-1,choramos
-1,chorando
-1,chorar
-1,chorara
-1,choraram
-1,choraras
-1,chorardes
-1,chorarei
-1,chorareis
-1,chorarem
-1,choraremos
-1,chorares
-1,choraria
-1,chorariam
-1,chorarias
-1,chorarmos
-1,chorará
-1,chorarás
-1,chorarão
-1,choraríamos
-1,choraríeis
-1,choras
-1,chorasse
-1,chorassem
-1,chorasses
-1,choraste
-1,chorastes
-1,chorava
-1,choravam
-1,choravas
-1,chore
-1,chorei
-1,choreis
-1,chorem
-1,choremos
-1,chores
-1,choro
-1,choro*
-1,choros*
-1,chorou
-1,choráramos
-1,choráreis
-1,chorásseis
-1,chorássemos
-1,chorávamos
-1,choráveis
-1,chorão
-1,chorões
-1,cium*
-1,ciument*
1,ciência
-1,ciúme*
-1,clama
-1,clamad*
-1,clamada
-1,clamadas
-1,clamado
-1,clamados
-1,clamai
-1,clamais
-1,clamam
-1,clamamos
-1,clamando
-1,clamar
-1,clamara
-1,clamaram
-1,clamaras
-1,clamardes
-1,clamarei
-1,clamareis
-1,clamarem
-1,clamaremos
-1,clamares
-1,clamaria
-1,clamariam
-1,clamarias
-1,clamarmos
-1,clamará
-1,clamarás
-1,clamarão
-1,clamaríamos
-1,clamaríeis
-1,clamas
-1,clamasse
-1,clamassem
-1,clamasses
-1,clamaste
-1,clamastes
-1,clamava
-1,clamavam
-1,clamavas
-1,clame
-1,clamei
-1,clameis
-1,clamem
-1,clamemos
-1,clames
-1,clamo
-1,clamou
-1,clamáramos
-1,clamáreis
-1,clamásseis
-1,clamássemos
-1,clamávamos
-1,clamáveis
1,clara
1,claramente
1,claras
1,claread*
1,clareada
1,clareadas
1,clareado
1,clareados
1,clareai
1,clareais
1,clareamos
1,clareando
1,clarear
1,clareara
1,clarearam
1,clarearas
1,clareardes
1,clarearei
1,clareareis
1,clarearem
1,clarearemos
1,clareares
1,clarearia
1,clareariam
1,clarearias
1,clarearmos
1,clareará
1,clarearás
1,clarearão
1,clarearíamos
1,clarearíeis
1,clareasse
1,clareassem
1,clareasses
1,clareaste
1,clareastes
1,clareava
1,clareavam
1,clareavas
1,clareei
1,clareeis
1,clareemos
1,clareia
1,clareiam
1,clareias
1,clareie
1,clareiem
1,clareies
1,clareio
1,clareou
1,clareza
1,clareáramos
1,clareáreis
1,clareásseis
1,clareássemos
1,clareávamos
1,clareáveis
1,claridade
1,claro
1,claros
1,claríssim*
1,clemente*
1,clemência
-1,cobice
-1,cobicei
-1,cobiceis
-1,cobicem
-1,cobicemos
-1,cobices
-1,cobiç*
-1,cobiça
-1,cobiçad*
-1,cobiçada
-1,cobiçadas
-1,cobiçado
-1,cobiçados
-1,cobiçai
-1,cobiçais
-1,cobiçam
-1,cobiçamos
-1,cobiçando
-1,cobiçar
-1,cobiçara
-1,cobiçaram
-1,cobiçaras
-1,cobiçardes
-1,cobiçarei
-1,cobiçareis
-1,cobiçarem
-1,cobiçaremos
-1,cobiçares
-1,cobiçaria
-1,cobiçariam
-1,cobiçarias
-1,cobiçarmos
-1,cobiçará
-1,cobiçarás
-1,cobiçarão
-1,cobiçaríamos
-1,cobiçaríeis
-1,cobiças
-1,cobiçasse
-1,cobiçassem
-1,cobiçasses
-1,cobiçaste
-1,cobiçastes
-1,cobiçava
-1,cobiçavam
-1,cobiçavas
-1,cobiço
-1,cobiçou
-1,cobiçáramos
-1,cobiçáreis
-1,cobiçásseis
-1,cobiçássemos
-1,cobiçávamos
-1,cobiçáveis
-1,colapso
-1,coléric*
-1,combalid*
-1,combat*
-1,combata
-1,combatais
-1,combatam
-1,combatamos
-1,combatas
-1,combate
-1,combatei
-1,combateis
-1,combatem
-1,combatemos
-1,combatendo
-1,combater
-1,combatera
-1,combateram
-1,combateras
-1,combaterdes
-1,combaterei
-1,combatereis
-1,combaterem
-1,combateremos
-1,combateres
-1,combateria
-1,combateriam
-1,combaterias
-1,combatermos
-1,combaterá
-1,combaterás
-1,combaterão
-1,combateríamos
-1,combateríeis
-1,combates
-1,combatesse
-1,combatessem
-1,combatesses
-1,combateste
-1,combatestes
-1,combateu
-1,combati
-1,combatia
-1,combatiam
-1,combatias
-1,combatid*
-1,combatida
-1,combatidas
-1,combatido
-1,combatidos
-1,combato
-1,combatêramos
-1,combatêreis
-1,combatêsseis
-1,combatêssemos
-1,combatíamos
-1,combatíeis
1,combina
1,combinad*
1,combinada
1,combinadas
1,combinado
1,combinados
1,combinai
1,combinais
1,combinam
1,combinamos
1,combinando
1,combinar
1,combinara
1,combinaram
1,combinaras
1,combinardes
1,combinarei
1,combinareis
1,combinarem
1,combinaremos
1,combinares
1,combinaria
1,combinariam
1,combinarias
1,combinarmos
1,combinará
1,combinarás
1,combinarão
1,combinaríamos
1,combinaríeis
1,combinas
1,combinasse
1,combinassem
1,combinasses
1,combinaste
1,combinastes
1,combinava
1,combinavam
1,combinavas
1,combine
1,combinei
1,combineis
1,combinem
1,combinemos
1,combines
1,combino
1,combinou
1,combináramos
1,combináreis
1,combinásseis
1,combinássemos
1,combinávamos
1,combináveis
1,comediante*
1,cometimento*
1,comicamente
1,comodamente
1,comodidade
1,comov*
1,comova
1,comovais
1,comovam
1,comovamos
1,comovas
1,comove
1,comovei
1,comoveis
1,comovem
1,comovemos
1,comovendo
1,comovente*
1,comoventíssim*
1,comover
1,comovera
1,comoveram
1,comoveras
1,comoverdes
1,comoverei
1,comovereis
1,comoverem
1,comoveremos
1,comoveres
1,comoveria
1,comoveriam
1,comoverias
1,comovermos
1,comoverá
1,comoverás
1,comoverão
1,comoveríamos
1,comoveríeis
1,comoves
1,comovesse
1,comovessem
1,comovesses
1,comoveste
1,comovestes
1,comoveu
1,comovi
1,comovia
1,comoviam
1,comovias
1,comovid*
1,comovida
1,comovidas
1,comovido
1,comovidos
1,comovo
1,comovêramos
1,comovêreis
1,comovêsseis
1,comovêssemos
1,comovíamos
1,comovíeis
-1,comoção
1,compade*
1,compaixão
1,compartilha
1,compartilhad*
1,compartilhada
1,compartilhadas
1,compartilhado
1,compartilhados
1,compartilhai
1,compartilhais
1,compartilham
1,compartilhamos
1,compartilhando
1,compartilhar
1,compartilhara
1,compartilharam
1,compartilharas
1,compartilhardes
1,compartilharei
1,compartilhareis
1,compartilharem
1,compartilharemos
1,compartilhares
1,compartilharia
1,compartilhariam
1,compartilharias
1,compartilharmos
1,compartilhará
1,compartilharás
1,compartilharão
1,compartilharíamos
1,compartilharíeis
1,compartilhas
1,compartilhasse
1,compartilhassem
1,compartilhasses
1,compartilhaste
1,compartilhastes
1,compartilhava
1,compartilhavam
1,compartilhavas
1,compartilhe
1,compartilhei
1,compartilheis
1,compartilhem
1,compartilhemos
1,compartilhes
1,compartilho
1,compartilhou
1,compartilháramos
1,compartilháreis
1,compartilhásseis
1,compartilhássemos
1,compartilhávamos
1,compartilháveis
1,compassivo
1,competente*
1,complacente
-1,complacente*
1,complacentes
1,completa
1,completas
1,completo*
1,completíssim*
-1,complic*
-1,complicad*
1,comportada
1,comportadas
1,comportado*
1,compostura
1,compreensiv*
1,compreensão
1,compreensíve*
-1,compressão
1,compromet*
1,comprometa
1,comprometais
1,comprometam
1,comprometamos
1,comprometas
1,compromete
1,comprometei
1,comprometeis
1,comprometem
1,comprometemos
1,comprometendo
1,comprometer
1,comprometera
1,comprometeram
1,comprometeras
1,comprometerdes
1,comprometerei
1,comprometereis
1,comprometerem
1,comprometeremos
1,comprometeres
1,comprometeria
1,comprometeriam
1,comprometerias
1,comprometermos
1,comprometerá
1,comprometerás
1,comprometerão
1,comprometeríamos
1,comprometeríeis
1,comprometes
1,comprometesse
1,comprometessem
1,comprometesses
1,comprometeste
1,comprometestes
1,comprometeu
1,comprometi
1,comprometia
1,comprometiam
1,comprometias
1,comprometida
1,comprometidas
1,comprometido
1,comprometidos
1,comprometo
1,comprometêramos
1,comprometêreis
1,comprometêsseis
1,comprometêssemos
1,comprometíamos
1,comprometíeis
1,compromisso*
-1,comum
-1,comuns
1,comédia*
1,conced*
1,concedendo
1,concepç*
1,concess*
1,concilia
1,conciliad*
1,conciliada
1,conciliadas
1,conciliado
1,conciliados
1,conciliai
1,conciliais
1,conciliam
1,conciliamos
1,conciliando
1,conciliar
1,conciliara
1,conciliaram
1,conciliaras
1,conciliardes
1,conciliarei
1,conciliareis
1,conciliarem
1,conciliaremos
1,conciliares
1,conciliaria
1,conciliariam
1,conciliarias
1,conciliarmos
1,conciliará
1,conciliarás
1,conciliarão
1,conciliaríamos
1,conciliaríeis
1,concilias
1,conciliasse
1,conciliassem
1,conciliasses
1,conciliaste
1,conciliastes
1,conciliava
1,conciliavam
1,conciliavas
1,concilie
1,conciliei
1,concilieis
1,conciliem
1,conciliemos
1,concilies
1,concilio
1,conciliou
1,conciliáramos
1,conciliáreis
1,conciliásseis
1,conciliássemos
1,conciliávamos
1,conciliáveis
1,conclusão
1,concorda
1,concordad*
1,concordada
1,concordadas
1,concordado
1,concordados
1,concordai
1,concordais
1,concordam
1,concordamos
1,concordando
1,concordante*
1,concordar
1,concordara
1,concordaram
1,concordaras
1,concordardes
1,concordarei
1,concordareis
1,concordarem
1,concordaremos
1,concordares
1,concordaria
1,concordariam
1,concordarias
1,concordarmos
1,concordará
1,concordarás
1,concordarão
1,concordaríamos
1,concordaríeis
1,concordas
1,concordasse
1,concordassem
1,concordasses
1,concordaste
1,concordastes
1,concordava
1,concordavam
1,concordavas
1,concorde
1,concordei
1,concordeis
1,concordem
1,concordemos
1,concordes
1,concordo
1,concordou
1,concordáramos
1,concordáreis
1,concordásseis
1,concordássemos
1,concordávamos
1,concordáveis
1,concordância
1,concórdia
-1,conden*
-1,condena
-1,condenad*
-1,condenada
-1,condenadas
-1,condenado
-1,condenados
-1,condenai
-1,condenais
-1,condenam
-1,condenamos
-1,condenando
-1,condenar
-1,condenara
-1,condenaram
-1,condenaras
-1,condenardes
-1,condenarei
-1,condenareis
-1,condenarem
-1,condenaremos
-1,condenares
-1,condenaria
-1,condenariam
-1,condenarias
-1,condenarmos
-1,condenará
-1,condenarás
-1,condenarão
-1,condenaríamos
-1,condenaríeis
-1,condenas
-1,condenasse
-1,condenassem
-1,condenasses
-1,condenaste
-1,condenastes
-1,condenatóri*
-1,condenava
-1,condenavam
-1,condenavas
-1,condenaç*
-1,condene
-1,condenei
-1,condeneis
-1,condenem
-1,condenemos
-1,condenes
-1,condeno
-1,condenou
-1,condenáramos
-1,condenáreis
-1,condenásseis
-1,condenássemos
-1,condenávamos
-1,condenáveis
1,condescendente*
1,condescendência
1,conex*
1,confere
1,conferem
1,conferes
1,conferi
1,conferia
1,conferiam
1,conferias
1,conferid*
1,conferida
1,conferidas
1,conferido
1,conferidos
1,conferimos
1,conferindo
1,conferir
1,conferira
1,conferiram
1,conferiras
1,conferirdes
1,conferirei
1,conferireis
1,conferirem
1,conferiremos
1,conferires
1,conferiria
1,confeririam
1,conferirias
1,conferirmos
1,conferirá
1,conferirás
1,conferirão
1,conferiríamos
1,conferiríeis
1,conferis
1,conferisse
1,conferissem
1,conferisses
1,conferiste
1,conferistes
1,conferiu
1,conferíamos
1,conferíeis
1,conferíramos
1,conferíreis
1,conferísseis
1,conferíssemos
1,confia
1,confiad*
1,confiada
1,confiadas
1,confiado
1,confiados
1,confiai
1,confiais
1,confiam
1,confiamos
1,confiando
1,confiant*
1,confiante
1,confiante*
1,confiantemente
1,confiança
1,confiar
1,confiara
1,confiaram
1,confiaras
1,confiardes
1,confiarei
1,confiareis
1,confiarem
1,confiaremos
1,confiares
1,confiaria
1,confiariam
1,confiarias
1,confiarmos
1,confiará
1,confiarás
1,confiarão
1,confiaríamos
1,confiaríeis
1,confias
1,confiasse
1,confiassem
1,confiasses
1,confiaste
1,confiastes
1,confiava
1,confiavam
1,confiavas
1,confidência
1,confie
1,confiei
1,confieis
1,confiem
1,confiemos
1,confies
1,confio
1,confiou
1,confira
1,confirais
1,confiram
1,confiramos
1,confiras
1,confiro
1,confiáramos
1,confiáreis
1,confiásseis
1,confiássemos
1,confiávamos
1,confiáveis
-1,conflito
