text|pol
Super indico .|1.0
Preço baixo , várias opções e o melhor atendimento da cidade .|1.0
Top , antendimento de qualidade e a cerveja mais gelada da cidade e ótima promoção .|1.0
Top organizado , e preço bem bacana .|1.0
Top top de linha .|1.0
Muito bom comprar nesta loja .  🙏|1.0
Ótimo atendimento .|1.0
Melhor lugar na região do conjunto São José em Rondonópolis para se comprar bebidas e alugar mesas e cadeiras , sem falar nas promoções .  Eu índico ☺️|1.0
Bom demais !|1.0
Ótimos preços .|1.0
O mercado é bem localizado .  Variedade em frutas , legumes , condimentos , laticínios , peixes , entre outros .|1.0
Ótimas opções de frutas , verduras , carnes , peixes e comidas típicas . Para turismo , não recomendo ! A menos que deseje fazer comprar que possam ser levadas em malas…Do lado de fora , há banquinhas que vendem comidas , pastéis e caldos de cana .|1.0
"Mercado com bastante opções e comidas típicas . 
Boa variedade de peixes , carnes e frutas . 
Vale a pena conhecer ."|1.0
Um mercado bem completo com variedade grande de frutas peixes e outros itens .  Valeu a pena !|1.0
Ótimo local para comprar frutas e verduras , assim como para comer pastel e caldo de cana .|1.0
Bons preços .  Produtos de qualidade .|1.0
Estão cumprindo as medidas de segurança , os caixas possuem divisórias .  Produtos de boa qualidade .|1.0
Gosto muito ! Tem bom preço e variedades de produtos .|1.0
Bom local para compra , variedades , uma boa adega , acessível para várias rotas , com poucas vagas de estacionamento , e sem cobertura .|1.0
Péssimo atendimento , nem bom dia , nem obrigado , atendente mal olhou na minha cara , parece que está fazendo um favor ao cliente .|-1.0
Supermercado muito bom .  Restaurante com ótimo ambiente , comida é uma delícia .  Gostei .|1.0
Supermercado limpo , organizado , possui boa variedade de frutas , legumes e verduras .  Preço agradável , próximo à rodoviária .  Amplo estacionamento .|1.0
Sou bem atendida quando vou lá .|1.0
"Ótimo , após entrar em nova direção e virar ""Nosso Lar"" virou praticamente outro mercado , ficou muito melhor , preços mais acessíveis e ótimo atendimento !"|1.0
Atendimento ágil !|1.0
O açougueiro é mal educado .|-1.0
Ótimo atendimento , segue todas as normas de higiene e saúde , grande variedades de produtos com bom preço .|1.0
O atendimento não anda dos melhores|0.0
Muito bom , fiz umas compras lá pois achei o preço bem acessível .  Gostei .|1.0
Atendimento normal .|-1.0
Ótimo estabelecimento , entrega de alimentos , garrafões de água etc , rápido e barato .|1.0
Mais ou menos .|0.0
Bom para compras rápidas , para quem mora nas imediaçoes ha entrega em domicílio .|1.0
Donos super atenciosos .|1.0
Pequeno , mas possui uma variedade grande de produtos básicos de limpeza , e alimentação .  Possui um pão francês muito bom , crocante e macio , recomendo .|1.0
Excelente local de compras , atendimento pelos proprietários .|1.0
Ótimo atendimento .|1.0
Compro água mineral com eles , entrega rápida .  Confiáveis e preço justo .|1.0
"O restaurante de lá é ótimo .  
Eu recomendo"|1.0
Bem localizado .  Bom atendimento|1.0
Toda vez que vou neste local comprar algo , sou muito mal atendido pela caixa , que está sempre estressada com a cara feia ! Se isso não mudar , não compro mais nada aí .|-1.0
Acho o lugar muito mal cuidado , precisa de uma reforma .  Os preços são caros .|-1.0
Tem melhorado muito e tem bom atendimento nunca tive problemas com esse mercado .  O problema são os preços que são muito caros|0.0
Produtos bons , porém o atendimento no açougue deixa a desejar , e curto a economia das sacolas plásticas , mas não é bom colocar pão 🍞 com algo gelado .  Só uma observação mesmo .|0.0
Gosto do pão .  É uma maravilha e todos os dias é igual .  Mantém um padrão delicioso de verdade .  |1.0
Adoro esse mercado , tem tudo de gostoso pra se alimentar .|1.0
Ótimo mercado , já foi o mais perto , hoje tenho outros mais próximos , mas eu gosto muito da rede deles .|1.0
Os preços até concorrem com mercados grandes .  Mas a padaria é muito ruim .  Já peguei pão doce azedo .  Salgado de frango estragado ...  Uma pena .|0.0
Boa , mas pode melhorar pra ter 5 estrelas .  |1.0
Nada contra atendimento das moças do caixa ,porém não gosto do jeito que os funcionários masculinos reparam nas clientes .  MAS em breve vou me mudar desse bairro e nunca mais terei o desprazer|-1.0
Por ser um mercado de bairro , até que tem bastante coisa .  Vale destacar a padaria , que tem muita coisa boa , toda vez levo uma chipa frita e o atendimento é muito bom .  O preço é um pouco caro .|1.0
Padaria Completa ...  O melhor mercado da região e com os melhores preços ...  Ambiente Limpo e agradável .|1.0
"Preços astronômicos , acredito que é o mercado mais caro que eu já entrei , mais caro que o Biglar .  E de longe não tem a qualidade ou a variedade de produtos que eles tem . ""Mercado de bairro"" com preço de aeroporto , péssima experiência ."|-1.0
Lugar razoável , as promoções nunca são verdadeiras .  Bom para comprar pouca coisa em situação de pressa .|0.0
Sinceramente tudo muito caro fora de sério estou assustada com os preços das coisas nessa cidade|-1.0
Muito ruim o segurança fica seguindo a gente dentro do mercado .  A gente fica constrangido .|-1.0
O mais caro da cidade , e o atendimento é péssimo te trata com indiferença ... foi bom ter ido porque nunca mais volto ! ! ! !|-1.0
Mercado bom , porém acho que a fama do açougue subiu na cabeça , porque agora as carnes estão mais caras do que em outros mercados de bairro .|0.0
Bastante completo mas fiquei bem impressionada com a diferença de preço para Santa Catarina .  Pode ser uma questão de mercado mesmo .|1.0
Ótimo atendimento , variedade de produtos e qualidade .|1.0
Recepção incrível .|1.0
Local simples , mas que atende bem no que precisa .|1.0
Meio precário .|-1.0
"O melhor atendimento e melhor preço do bairro . 
As frutas mais fresquinhas ."|1.0
Ótimo mercado , mas infelizmente retiraram o estacionamento dos fundos , o que tornou extremamente complicado de se estacionar próximo por conta das ruas dísponiveis em volta estarem sempre cheias .|0.0
Só falta melhorar os funcionários fui aí e me trataram muito mal|-1.0
Os meninos do açougue são ótimos .  Mas a estrutura do mercado não comporta os clientes , corredores estreitos , caixas muito próximos uns dos outros |0.0
Não é um supermercado muito grande , mas da para o gasto .|0.0
Ótimo lugar para compras diárias ,muitas variedades de alimentos ,o que faz uma variação e o diferencial de outros da região .|1.0
Caro demais , um mercado muito pequeno e não atende bem .  Não recomendo .|-1.0
Ambiente foi melhorado , antes era meio escuro e pouca higiene , agora melhorou .  Ainda deixa a desejar o estacionamento , devia ser sinalizado no chão .|0.0
Vou falar apenas do atendimento de umas das caixas , uma senhora de rabo de cavalo , cabelo escuro e óculos ...  péssimo atendimento , minha mãe é eu não voltamos mais lá infelizmente por atendimentos assim .|-1.0
Itens vencidos .  É difícil de achar mercadorias , pouco organizado .|-1.0
Bom , mas meio caro .|1.0
Bom lugar para comprar pães e guloseimas .|1.0
Excelente para produtores .|1.0
Mercado e açougue com ótima qualidade de produtos .|1.0
Não é um dos melhores . Precisa melhorar o atendimento|-1.0
Bom mercado ... muitas promoções|1.0
Sem organização , os atendentes parecem que realmente estão ali forçados .  Sem falar do preço das coisas , um absurdo de caro .|-1.0
Funcionários mal educados , mercado sempre sujo e mal organizado .|-1.0
Falta organização .|-1.0
Muito ruim péssimo o atendimento dos funcionários , do senhor o dono pior ainda .  Uma pena me mudei pra agora , é na primeira vez que fui fiquei muito frustada com o atendimento deste mercado .  Deveriam melhorar o atendimento . 🙌|-1.0
Não recomendo ! Além de ser uma espelunca , mal organizado e ter um péssimo atendimento , o proprietário é mercenário e não vende cigarro no cartão ...|-1.0
Limpo e organizado|1.0
Bom mercado|1.0
Otimo supermercado , amplo estacionamento , lojas , papelaria , lotérica e caixas 24horas .|1.0
O mercado em si é maravilhoso , mas alguns profissionais parecem não querer estar ali .  O atendimento deixa a desejar .|0.0
Lugar legal .  Tem quase tudo que preciso .  Ótimo serviço de entregas .|1.0
Ótimo atendimento |1.0
Mercado show de bola .|1.0
Tem um pão de queijo muito bom|1.0
Atendimento de primeira .|1.0
Há muito tempo eu já faço compras neste local , tem de tudo um pouco , eu recomendo .|1.0
Muito legal .|1.0
Funcionarios bem instruidos e simpáticos , este mercado pede aqui em blumenau a estrutura igual ao de Criciúma (Mais espaço) .  No mais , foi ótimo mais uma vez comprar no Bistek .|1.0
Setor de hortifruti com vários legumes estragados e ate com bolor já , deixados lá para vender .  As carnes não tem cor de serem frescas .|-1.0
Um excelente supermercado .  Recomendo , pois tem variedade de produtos .  Recomendo também a todos as empadas na saída do Bistek , pois são de excelente qualidade .|1.0
Ótimo mercado , alguns preços baratos , um boa diversidade de produtos .|1.0
"A carnes não parecem ser novas , mas no geral é muito bom . 
A parte do estacionamento quando sai do supermercado é desnivelado , o que faz com que os carrinhos desçam correndo ."|0.0
O atendimento é péssimo , funcionários de cara feia com má vontade para atender , principalmente aos domingos|-1.0
Ótimos preços ...  boa localização e atendimento de primeira qualidade .|1.0
A confeitaria é muito boa , açougue com ótimas carnes .  O layout da loja (setores e subseções) não faz sentido .  Piso do estacionamento pra sair de carrinho é ruim .|0.0
Adorei .  Amei as partes de floricultura , os espelhos pra se olhar e toda organização .|1.0
Local bom , banheiros e praça de alimentação sempre limpos ,e agora fazem entrega a domicílio pelo Ifood , caso não tenha tempo de ir ao mercado é só pedir pelo ifood e receberá em casa .|1.0
Supermercado muito diversificado .  Preços razoáveis .  Bom atendimento .|1.0
Funcionários sem preparo para atender ,caixa cobra errado sua compra ,moça do atendimento ríspida no telefone não resolveu problema .|-1.0
Lugar agradável para fazer compras , bom atendimento , grande variedade de produtos .  Preços razoáveis .|1.0
Ótimo atendimento .  Fiz reserva de erva mate via telefone , com o responsável da área e o produto estava lá .  Obrigado .|1.0
É bom , mas falta uma variedade de produtos .|0.0
Tem tudo que você precisa .|1.0
Bom e barato .|1.0
Muito desorganizado .|-1.0
Amo esse lugar .  |1.0
Muito bom ! Gente bonita que atende bem e sempre sorrindo ! Bastante variedade !|1.0
Carne top .  preço maravilhoso .  atendimento ótimo .|1.0
"Os melhores queijos 😋😋😋😋
Na verdade , tudo é maravilhoso .... 
Super recomendo ."|1.0
Estabelecimento normal de bairro , local para um emergencial , pouca opção de escolha e preços não atrativos .|0.0
Mercadinho de bairro com açougue excelente .  Carnes de qualidade com preço ótimo .|1.0
Atendimento de prineira .  Preço bom .|1.0
Muito bom .  Variedades e preços muito bons !|1.0
Um supermercado bem variado , as mercadorias de boa qualidade e o atendimento nota dez ! De fácil acesso para todas as pessoas e estacionamento próprio .|1.0
Muito caro por ser o único mercado do bairro .|-1.0
"Bom atendimento . 
Rapidez no atendimento . 
Preço não é muito bom .... mas tem alguma promoção boa às vezes .  "|1.0
Os acougueiros são muito atenciosos , fácil comprar carnes com bom preço e tem bom atendimento .|1.0
Muito bom o atendimento , o açougue é excelente e os açogueiros sabem o que o cliente quer !|1.0
Caro e decepcionante .  Corredores estreitos que mal passam uma pessoa , carrinhos ruins que as rodas vivem travando ou puxando pra algum lado , e cobram os produtos até 50% a mais do preço de outros supermercados .|-1.0
Os preços são um pouco salgados , o atendimento de alguns funcionários é execelente .|1.0
Nunca me senti tão mal como me senti hoje com o atendimento do supermercado .|-1.0
Grande , espaçoso e com bons produtos com preços razoaveis|1.0
"Péssimo horário de pico apenas 3 caixas atendendo , resultado : 35 min na fila . 
Todos os dias a mesma coisa ."|-1.0
Atendimento lento a vida toda , o mau humor está em primeiro lugar .  Não se preocupam em atender com excelência .|-1.0
Já foi bom .  Hoje a entrega na compra online é 19 ,90 .  Frete muito alto .  Não compro mais .|-1.0
Pão de alho muito saboroso você encontra aqui , e a carne é muito boa .|1.0
Muito bom lugar para fazer compras .  Tem banheiro em baixo e estacionamentos .|1.0
Estacionamento próprio , ambiente limpo , diversidade de produtos , promoções acompanhando a concorrência , preços em média um pouco acima da concorrência .  Atendimento normal .|1.0
Ótimo supermercado , excelentes produtos ,o açougue está entre os melhores da cidade , padaria com excelente qualidade .  Super recomendo .|1.0
Eu gosto muito de compra nesse mercado ... atendimento nota 10 .|1.0
Ótimos preços .|1.0
Bom atendimento e várias opções de cerveja bem gelada 🙌🏻|1.0
Boa tarde , as frutas e verduras hoje não estava padrão do que sempre compro neste mercado , e algumas atendentes poderiam ser mais simpáticas .  De repente falta incentivo do administrativo .|-1.0
Os açougueiros são super atenciosos e pacientes para os pedidos ...|1.0
O açougue sempre foi ótimo , tinha as melhores carnes . Porém , ultimamente está deixando muito a desejar , carnes de bois velhos , duras e sem qualidade .  InfelizmenteI|-1.0
Ótimo atendimento , visito com frequência .|1.0
Ótimo atendimento e bom preço .|1.0
Amplo estacionamento , ótimos preços e bom atendimento .  Tem açougue .|1.0
"Bom atendimento . 
Variedades . 
Preço bom ."|1.0
Sou sempre bem atendido !|1.0
Compro sempre aqui perto de casa e muito bom o preço .|1.0
O atendimento agora melhorou ,mudou a administração .|0.0
Excelente atendimento e ótimos produtos .|1.0
O preço é muito bom , mas o atendimento não é o melhor mas não é algo que atrapalha muito pra falar a verdade .|1.0
Tem te tudo , a cerveja super gelada , bom atendimento , carne de primeira , venham conferir .|1.0
Atendimento nota 10 , excelente variedade de carnes , e preços muito baixos .|1.0
Qualidade e presteza .  Atendimento diferenciado .  Qualidade no açougue , carnes nobres .  Fácil acesso pela BR 470 .  Recomendo .|1.0
"As carnes muito bem selecionadas . 
Atendimento nota 1000 ."|1.0
"Açougue com carnes de qualidade e atendimento excepcional . 
Nota 10 ."|1.0
Açougue muito bom .|1.0
Não tem nada de variedades e o atendimento é péssimo , tanto na padaria como no caixa|-1.0
Eles nem repõem as mercadorias , horrível , não tem nada e quando tem algo é caríssimo .|-1.0
Gente o mercado tá falido não tem quase nada pra comprar , as prateleiras vazias não tem um bolo na padaria só umas cucas , se for pra ficar assim deve fechar as portas|-1.0
Prateleiras vazias e verduras feias , não tem quase nada .|-1.0
Tem uma padaria maravilhosa , sempre que passo ali levo um croissant comigo 😍|1.0
Mercado tranquilo , só falta muita mercadoria .|0.0
Prateleiras vazias , falta de higiene .  A carne é muito boa quando tem .  O pão é delicioso .  Infelizmente já foi muito melhor .|0.0
Local com um simpático atendimento , mas por ser um local pequeno não há muita opção , mas o que eles oferecem é muito saboroso .|1.0
Está praticamente sem mercadorias , deveria fechar .|-1.0
Infelizmente , atender o cliente não é o forte nessa unidade !|-1.0
Já tive no mercado , mas muito caro , talvez por não ter uma opção mais próximo dele , talvez um atacadão !|0.0
"Excelente 👏
Ambiente agradável , limpo , organizado e higienizado . 
Parabéns a todos pelo excelente atendimento ."|1.0
Ótimo lugar , bem climatizado , bom atendimento ! Pena que retiraram a praça de alimentação onde servia café|1.0
Local para adquirir os vinhos feitos com a uva Goethe únicas e exclusivas da região de Urussanga e região .  Exclusividade ! Excelente atendimento e tem degustação ! Recomendo .|1.0
Não tem muitas variedades e os preços são mais altos que a maior parte dos outro mercados e o atendimento decaiu muito .  |0.0
Ótimo atendimento ! Mercado bem organizado , preço bom ! Recomendo !|1.0
Excelente local para compras .  Ótima qualidade nos produtos , principalmente os hortifrutigranjeiros .|1.0
Espaço com diversas opções de comidas deliciosas , artesanais e típicas , tambem possui alimentos orgânicos e belos artesanatos .|1.0
Não tem muita variedade e não se compara com mercados do Rio e SP , mas se passar por perto vale conhecer .|0.0
Foi muito bom , como sempre é um prazer visitar todos os box , com mercadoria de qualidade , um abraço a todos|1.0
Tudo fresquinho .|1.0
Localizado em frente ao parque Ramiro , ou seja , muito próximo da Vila Germânica . Muitos produtores locais com frutas verduras e produtos caseiros . Vale uma visita em um sábado pela manhã para se ter acesso a itens caseiros e produtos frescos .|1.0
Pastelaria Carmem - O melhor pastel de Blumenau , junto à Feira Municipal .|1.0
Gostei muito de comprar alimentos que eu precisava , ambiente bem limpo e ótimas pessoas vendendo .|1.0
Interessante , pena não ter muitas opções de produtos da região .|0.0
Muito bom 👍|1.0
Ótimo mercado para quem quer um bom atendimento , ótimos profissionais para te dar atenção .|1.0
Excelente atendimento ! ! !|1.0
Ótimo atendimento uma boa variedade e com produtos acessíveis .|1.0
O atendimento sempre é nota 10 .  |1.0
Nós nos sentimos muito bem recebidos .|1.0
Ótimo atendimento familiar .|1.0
Vale a pena , os preços e a variedade compensam .|1.0
Loja ampla ,arejada ,bem climatizada .  Excelente produtos .  Polpas Canaã de ótimo sabor .  Atendimento excelente .  Boa localização .  Muito superior à loja de Natal/RN .|1.0
Experiência agradável .  Lugar limpo , com bastante espaço , bons preços , mas com produtos caros também .  Mas dá pra fazer boas compras .  Acho vantajoso fazer parte do clube .|1.0
Um pouco caro , mas tem opções bem diferenciadas .|1.0
Após troca da alta Administração , a qualidade caiu um pouco .  Alguns produtos não encontramos mais , preços nas alturas .|0.0
Excelentes produtos .  Muita variedade .  Poderiam pensar em oferecer um desconto no estacionamento para compras acima de certo valor igual ocorre em diversos lugares .|1.0
Atendente do caixa extremamente mal educada , sem motivo nenhum .  Até desistimos de fazer as compras por conta desse ser abençoado .|-1.0
Boa variedade de produtos , mas os preços estavam um pouco mais altos .  Vale a pena pesquisar .|0.0
Loja grande , só deixa a desejar o preço que é mais alto do que em outras lojas da rede .|0.0
Gosto do tamanho e variedade bem como a localização .|1.0
Preços altos , variedade menor do que outras grandes lojas da rede .  Obrigatoriedade de CPF para compras acima de R$ 200 ,00 .  Não atende a Lei de proteção de dados de consumidores ( LGPD )|-1.0
Ótima loja ! Muitas promoções , variedades não só em alimentos , mas utensílios , decoração , padaria e lanchonete .  Tudo fresco e de boa qualidade .|1.0
Local está mais arrumado , só precisa melhorar em geral a quantidade de caixas abertos ! Uma novidade : você pagar suas compras em até 10 itens .|1.0
Mercado municipal de Aracaju é uma delícia de passear e desfrutar as suas iguarias .  Te amo Aracaju , te amo meu Sergipe .|1.0
Excelente lugar para fazer compras e passear (principalmente em um domingo pela manhã) .|1.0
Eu amei de verdade ! ! ! Muito bom .  Tem muito pra ver , comprar e aproveitar ! Os preços são ótimos e lá tem de tudo ! No mercado você encontra artesanato , frutas , verduras , etc e etc ...  Preços incríveis ! !|1.0
Lugar ótimo para fazer as compras das lembrancinhas com bons preços e variedade de produtos .|1.0
Vale a experiência .  O mercado ao lado (de legumes , verduras e frutas não abre segunda feira) .  Já esse mercado estava aberto .  Vende artesanato , castanhas , flores , ervas , tapiocas , doces , etc ...|1.0
Mercado limpo super organizado , o jeito de como o mercado é dividido me deixou maravilhado , a vista do mercado também é magnífica , gostei bastante e recomendo que visitem .|1.0
Local com uma grande variedade de artesanato , comidas típicas , muitas frutas e verduras limpas , preço bom , ele fecha as segundas para lavar , mas fica uma feira ao lado e a feira de artesanato não fecha (fica em frente) .|1.0
Muito bom para comprar artesanatos de todos os tipos !|1.0
Um local muito bom pra passear com a família com lugares tranquilos para comer .  Sem falar da riqueza dos artesanatos que são comercializados lá .  👏🏾👏🏾👏🏾😍|1.0
Mercado Municipal super limpo e elegante .  Com venda de artesanato da terra , comidas típicas tais como Cuscuz com Carne do Sol , Tapiocas , Feijão Tropeiro , Castanhas de Caju , Doces Diversos , Manteiga e Queijo , Horticultura , etc .|1.0
Adoro esse lugar ! Como artista e artesão utilizo muito dos artesanatos dos artesãos que aí vendem nas minhas ARTES E DECORAÇÕES .|1.0
Local amplo , com diversas amostras da cultura local .  Destaque para as bancas de ervas medicinais e artesanato útil como utensílios para casa como redes , berços suspensos .  Muito legal ! Valeu a visita .|1.0
Muito lindo , pessoal muito acolhedor e preços justos .|1.0
Ótimo lugar para comprar diversas coisas , especialmente aos domingos , dia da feira local .|1.0
Ótima feira .  Contudo , os preços estão acima das demais feiras da região .  Mesmos itens com a mesma qualidade e disponibilidade , mas com preços bem elevados|1.0
O marcado ainda carece de maior atenção por parte da prefeitura , sendo necessárias algumas mudanças , reformas e afins , mas , por décadas vem suprindo a necessidade dos residentes|0.0
Gostei da qualidade dos produtos , contudo os preços estão mais caros comparados a outros mercados .|0.0
Gostei , é um ambiente bem agradável .|1.0
Mercadinho top !|1.0
Bom mercado , com padaria , preços razoáveis .|1.0
Ótimo atendimento .  Preço bom .|1.0
Ótimo para pequenas compras .|1.0
Podia melhorar .|0.0
É bom , mas os preços deixam a desejar ! !|0.0
Poderia ter mais variedade .|0.0
Desorganizado , preço alto , fiz compra de um produto apenas por necessidade , pois estava perto .|-1.0
"Atendente muito lenta ... 
Experiência horrível ."|-1.0
Precos abusivos|-1.0
Os preços de sempre não têm nada de preço baixo , propaganda enganosa .|-1.0
Loja escura , quente e desarrumada .  Na hora de pagar as compras , o consumidor ainda é obrigado a ficar muito tempo em longas filas .  Precisa melhorar muito para oferecer um bom atendimento ao cliente .|-1.0
Muito organizado , variedade de alimentos e produtos , bom atendimento e local para estacionar ! ! 😉👍🏻|1.0
Grande variedade de itens : verduras , legumes , frutas e peixes , com preço convidativo e ainda conta com produtos orgânicos comercializados pelos próprios produtores .|1.0
É um mercado amplo , ficou melhor depois da reforma , limpo , porém , o preço das coisas é muito caro .  Prefiro ir na feira livre do São Conrado ou Orlando Dantas .|0.0
Bom , mas poderiam ter mais box com variedades|0.0
Tem de tudo , gosto de lá por isso .  Só os preços que são um pouco mais caros que o de feira livre .|1.0
Em tempos de produtos caros , o mercado é a melhor opção .  Bons produtos e bons preços .  Boas vagas pra estacionar e é limpo .|1.0
Bem organizado , no entanto , falta mais profissionalismo em boa parte dos feirantes ...|0.0
Pastel do Nivaldo , o melhor ; massa deliciosa , bem recheado e preço justo .|1.0
Ótimas variedades , tanto de artesanatos como de comidas e bebidas locais boas !|1.0
Super legal , pessoas humildes , mas trabalhadoras , tudo com preço super bom .|1.0
Pra um turista , tudo é lindo .  Mas o Cuscus com galinha foi espetacular .|1.0
Adoro ir fazer compras no Mercado Albano Franco , mas acho que poderiam melhorar a higiene e a organização dos boxes ,além de mais opções para pagamento .|0.0
Aqui você encontra de tudo um pouco ,um ótimo atendimento e garantia de 3 meses .|1.0
"Um lugar que tem de tudo , o preço da castanha vale super a pena . 
Só é bem sujinho ."|0.0
Melhor lugar para fazer a feira .  Com excelentes produtos e pessoas simples|1.0
Muito legal|1.0
Preço muito alto .|-1.0
Variedades e preço bom .|1.0
Bem prático .|1.0
Precisa melhorar os preços .  |-1.0
Local bacana , bom e barato .|1.0
É um supermercado muito bom , tem de tudo !|1.0
Encontrei tudo que eu procurava e com preços razoavelmente bons ...|1.0
Precisa dar mais atenção aos clientes nos departamentos de venda de eletrodomestico .|0.0
Os preços são razoáveis e muitas variedades|1.0
Muito bom atendimento .  Recomendo .|1.0
O preço é meio salgado .|0.0
Local bom que tem de tudo .|1.0
Preços acessíveis .  Porém , o caixa eletrônico do banco 24horas só vive quebrado😔|0.0
Sempre que vou mesinto bem atendida 👏🏼👏🏼|1.0
Layout pode ser melhorado e atendimento também .  Cafeteria escura tornando o ambiente não muito propício para sua finalidade .  |-1.0
Absolutamente tudo você encontra , exceto roupas e itens automobilísticos , mas panificação , açougue , papelaria , mercadorias alimentícias e casa tem de montão , e preços bem justos .|1.0
Lugar amplo , produtos de qualidade , ótimo atendimento , pessoas carismáticas , o dono sempre está presente para atender os clientes , sempre está disposto a ajudar .|1.0
Um ótimo lugar pra quem quer comprar coisas em ótima qualidade ! !|1.0
Muitas verduras com preços baixos .|1.0
"Os valores são diferentes de feira , ou seja , bem elevados .  Porém , tem qualidade nas mercadorias . 
Vale a pena visitar , especialmente a loja do Ruvalo , super indico ."|0.0
"
Bom pra quem quer comprar em atacado frutas e verduras ."|1.0
Mais ou menos .|0.0
Lugar bom pra compras , pode ir sem medo .  Super indico a todos o melhor lugar pra fazer suas compras de verduras 😚😚|1.0
Os preços são os melhores , bastante variedades .  O ruim é que muitos dos revendedores não aceitam outras formas de pagamento , apenas dinheiro .|0.0
Oferece produtos excelentes ,preços convidativos porém nesse local é tudo muito tumulto , carros tirando finos ,povo em plena pandemia sem usar máscaras .|0.0
Ambiente agradável , o açougue e a padaria do local são muito bons .|1.0
Organizado , mas o preço é pior que o Pão de Açúcar .  Deixei de frequentar !|0.0
É um mercadode médio porte com muitas variedade , mas achei o preço um pouco mais alto que os demais mercados .  Porém , tem uma padaria com uma diversidade incrível e produtos saboros .  Recomendo .|1.0
Ofertas boas ....  do dia que fui não tinha muitas promoções .....  mesmo assim , gostei .|1.0
Supermercado que tem uma boa estrutura e bons profissionais , porém os preços são mais salgados que em outros concorrentes . Não compensa fazer as compras do mês no Floresta .|0.0
Local de fácil acesso , bem organizado e limpo , pessoal de atendimento são bem atenciosos , só os preços que estão um pouco elevados em relação a outros supermercados .|1.0
Muito bom , porém o preço esta um pouco salgado|1.0
Preços já foram bons , mas estão ficando para trás|0.0
Pior mercado de Anápolis , funcionários dos caixa nem sequer respodem bom dia quando você fala com eles .  Lugar perfeito para ser mal tratado e mal atendindo , perfeito para estragar seu dia .  Nunca mais compro lá .|-1.0
Ótimos funcionários , todos bem educados , e ótimos preços .|1.0
Excelente supermercado ,produtos de ótima qualidade ,bons preços , muita variedade ,atendimento excelente !|1.0
Estacionamento grátis , preços justos , mas é fila nos caixas que não acaba mais , é muito demorado !|0.0
Exelente ...  compro lá há muitos anos ,não tenho nada que falar .  Atendimento muito bom , funcionários educados .  Parabéns .|1.0
Mercado familiar , preços até dentro da média .  Mas corredores apertados e o estacionamento é pequeno .|-1.0
Ótimo lugar , porém os preços de alguns produtos estão um pouco acima da média .  A padaria é ótima .|1.0
Preços bons , atendimento não tanto , muito cheio e pouco caixa funcionando .|0.0
Acho meio desorganizado , e os preços não são muito bons assim como dizem , mas é de fácil acesso , e tem de tudo um pouco !|0.0
Em horários de pico tende ser mais difíceis , pois não possui caixas o suficiente .|0.0
Amei , gosto de fazer as minhas compras , pelo atendimento excelente , está de parabéns .|1.0
Faltam algumas coisas , mas tem o básico .  Então , dá pra fazer as compras e , eles fazem entrega , o que facilita .|1.0
"É um supermercado grande , tem preços razoáveis , variedade de produtos , porém meio desorganizado , poucos caixas pra fazer o pagamento . 
Acho que falta uma política de gestão da Qualidade ."|0.0
Preços bem altos , mas pelo visto as coisas na cidade são bem caras |0.0
Lugar muito bom .|1.0
Lugar bom para comprar .|1.0
Organizado , limpo , produtos de primeira linha , bem localizado , e excelente atendimento .|1.0
Bom pra fazer compras de comidas , armarinhos , Utensílios de cozinha e ração pra animais|1.0
Top demais 😎|1.0
Cinco caixas , sendo um para compras pequenas outro preferencial e outro aberto , o resto tudo fechado , um descaso de administração com o freguês .|-1.0
"Local adequado para fazer suas compras !
Amo fazer minhas compras lá !"|1.0
Lugar porco ! Covid19 faz a festa !|-1.0
Não gosto muito de ir a esse mercado .  Foi até bom , pelo fato de ser o único aberto neste feriado .  A conservação das frutas não é muito boa , e é mais caro que os outros mercados .  O atendimento poderia ser mais cordial !|0.0
A fiscal de lá muito mal educada , foi grossa e ainda não soube me explicar o q eu perguntei ..  uma das caixas conseguiu bloquear o cartão da minha mãe , muito desorganizado ... ! ! Não recomendo , foi muito desagradável|-1.0
Sempre com muitas promoções , bom preço , muita variedade .|1.0
Gosto bastante deste mercado .  Os preços são bons e tem uma boa variedade .  Tem produtos da empresa do próprio mercado .|1.0
Um bom local .  Algumas coisas poderiam melhorar , como a organização das prateleiras e o espaço para andar entre elas .|1.0
Sou cliente há anos e cada vez mais me surpreendo com o atendimento bom .  |1.0
Vem melhorando a cada dia , localizado em um dos bairros mais antigos de Anápolis , atualmente conta com um local exclusivo para estacionamento e o atendimento vem se destacando aos poucos com a equipe interna ...|1.0
Super ruim , precos altíssimos e atendimento em geral péssimo .  |-1.0
Um supermercado com preços acessíveis e produtos variados .|1.0
Muito caro .  Tudo muito caro .|-1.0
Estrutura péssima , não tem caixas suficientes para atender em horários de pico , mercadorias sempre próximas do vencimento , carrinhos caindo aos pedaços , dei uma estrela porque o biscoito de queijo e o pão de queijo são muito bons ...|-1.0
Produtos Razoáveis , demora nos caixas , porém preços acessíveis .|0.0
O mercado com um dos piores atendimentos que eu já vi .  Parece que uma boa parte das funcionárias , principalmente caixas , estão sempre insatisfeitas com o trabalho .|-1.0
Tem boa quantidade de todas as linhas de produtos alimentícios .  Uma pequena padaria interna .  Aceita carrões .  Conta com um pequeno estacionamento .|0.0
Razoável ! Vários pontos precisam melhorar : atendimento ; organização ; limpeza ...|0.0
Muito Bom , ambiente simples mas limpo e agradável .|1.0
